            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2461132.943429456, A.D. 2026-Apr-02 10:38:32.3050, -3.781295864942643E+05, -1.112535213607099E+05, -2.204258953159234E+04,  2.485537314683084E-01, -9.669009546931879E-01, -7.310038419697912E-02,
2461132.950373901, A.D. 2026-Apr-02 10:48:32.3050, -3.779800134546458E+05, -1.118335313755821E+05, -2.208642356768202E+04,  2.500229254263234E-01, -9.664653922246398E-01, -7.301304305599760E-02,
2461132.957318345, A.D. 2026-Apr-02 10:58:32.3050, -3.778295591542596E+05, -1.124132793883697E+05, -2.213020515163029E+04,  2.514912668499155E-01, -9.660276147077704E-01, -7.292554376873234E-02,
2461132.964262790, A.D. 2026-Apr-02 11:08:32.3050, -3.776782241055461E+05, -1.129927640705778E+05, -2.217393418862702E+04,  2.529587526729735E-01, -9.655876239230603E-01, -7.283788659410051E-02,
2461132.971207234, A.D. 2026-Apr-02 11:18:32.3050, -3.775260088227845E+05, -1.135719840947807E+05, -2.221761058401754E+04,  2.544253798335999E-01, -9.651454216547817E-01, -7.275007179119697E-02,
2461132.978151678, A.D. 2026-Apr-02 11:28:32.3050, -3.773729138220898E+05, -1.141509381346244E+05, -2.226123424330267E+04,  2.558911452741148E-01, -9.647010096909872E-01, -7.266209961929299E-02,
2461132.985096123, A.D. 2026-Apr-02 11:38:32.3050, -3.772189396214103E+05, -1.147296248648291E+05, -2.230480507213877E+04,  2.573560459410579E-01, -9.642543898235009E-01, -7.257397033783569E-02,
2461132.992040567, A.D. 2026-Apr-02 11:48:32.3050, -3.770640867405251E+05, -1.153080429611910E+05, -2.234832297633806E+04,  2.588200787851925E-01, -9.638055638479055E-01, -7.248568420644586E-02,
2461132.998985012, A.D. 2026-Apr-02 11:58:32.3050, -3.769083557010417E+05, -1.158861911005848E+05, -2.239178786186849E+04,  2.602832407615083E-01, -9.633545335635330E-01, -7.239724148491800E-02,
2461133.005929456, A.D. 2026-Apr-02 12:08:32.3050, -3.767517470263931E+05, -1.164640679609660E+05, -2.243519963485393E+04,  2.617455288292244E-01, -9.629013007734524E-01, -7.230864243321944E-02,
2461133.012873901, A.D. 2026-Apr-02 12:18:32.3050, -3.765942612418357E+05, -1.170416722213731E+05, -2.247855820157433E+04,  2.632069399517922E-01, -9.624458672844605E-01, -7.221988731148793E-02,
2461133.019818345, A.D. 2026-Apr-02 12:28:32.3050, -3.764358988744465E+05, -1.176190025619297E+05, -2.252186346846578E+04,  2.646674710968988E-01, -9.619882349070698E-01, -7.213097638003191E-02,
2461133.026762790, A.D. 2026-Apr-02 12:38:32.3050, -3.762766604531205E+05, -1.181960576638468E+05, -2.256511534212052E+04,  2.661271192364691E-01, -9.615284054554978E-01, -7.204190989932929E-02,
2461133.033707234, A.D. 2026-Apr-02 12:48:32.3050, -3.761165465085686E+05, -1.187728362094250E+05, -2.260831372928726E+04,  2.675858813466701E-01, -9.610663807476569E-01, -7.195268813002548E-02,
