            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2461132.582318345, A.D. 2026-Apr-02 01:58:32.3050, -2.444252045558597E+04, -1.432289635529278E+04, -1.284178287937772E+03, -1.844086721526654E+00, -3.873750473840291E+00, -3.363918800418908E-01,
2461132.589262790, A.D. 2026-Apr-02 02:08:32.3050, -2.547685762332653E+04, -1.660305080114941E+04, -1.482140574064336E+03, -1.609961581453337E+00, -3.728366167348239E+00, -3.235543643559247E-01,
2461132.596207234, A.D. 2026-Apr-02 02:18:32.3050, -2.638130886323238E+04, -1.879875126438754E+04, -1.672579047484414E+03, -1.410129723715534E+00, -3.592162940935829E+00, -3.113960141021259E-01,
2461132.603151678, A.D. 2026-Apr-02 02:28:32.3050, -2.717450773970260E+04, -2.091536919122585E+04, -1.855976405404108E+03, -1.237928709827316E+00, -3.464601479129135E+00, -3.000555529917082E-01,
2461132.610096123, A.D. 2026-Apr-02 02:38:32.3050, -2.787118555176405E+04, -2.295783956362930E+04, -2.032790191487927E+03, -1.087587513569500E+00, -3.344873044517298E+00, -2.894376409664101E-01,
2461132.617040567, A.D. 2026-Apr-02 02:48:32.3050, -2.848313976203501E+04, -2.493062858366933E+04, -2.203430843766862E+03, -9.549150192953502E-01, -3.232205231525952E+00, -2.794663180402985E-01,
2461132.623985012, A.D. 2026-Apr-02 02:58:32.3050, -2.901997959017845E+04, -2.683775400636146E+04, -2.368265355995261E+03, -8.367459077229218E-01, -3.125880889990106E+00, -2.700733170223821E-01,
2461132.630929456, A.D. 2026-Apr-02 03:08:32.3050, -2.948964433615867E+04, -2.868282547634599E+04, -2.527622978456029E+03, -7.312461374019300E-01, -3.024924461817591E+00, -2.609839742781102E-01,
2461132.637873901, A.D. 2026-Apr-02 03:18:32.3050, -2.989769486701067E+04, -3.046923365686954E+04, -2.681858158226496E+03, -6.327465154316938E-01, -2.929961727965554E+00, -2.528567376788837E-01,
2461132.644818345, A.D. 2026-Apr-02 03:28:32.3050, -3.024935001409631E+04, -3.220030822293660E+04, -2.832787887057571E+03, -5.305704739725752E-01, -2.839756935220127E+00, -2.457587685416757E-01,
2461132.651762790, A.D. 2026-Apr-02 03:38:32.3050, -3.054339496492580E+04, -3.387793700449061E+04, -2.977935948393888E+03, -4.507285330412930E-01, -2.752993206935098E+00, -2.381267173095506E-01,
2461132.658707234, A.D. 2026-Apr-02 03:48:32.3050, -3.079151029849285E+04, -3.550464803263962E+04, -3.118606908603355E+03, -3.773225552330038E-01, -2.669970785739498E+00, -2.308296104207719E-01,
2461132.665651678, A.D. 2026-Apr-02 03:58:32.3050, -3.099730509689146E+04, -3.708258186210957E+04, -3.254992259945866E+03, -3.095364274113144E-01, -2.590349241583286E+00, -2.238365199053147E-01,
2461132.672596123, A.D. 2026-Apr-02 04:08:32.3050, -3.116394138042034E+04, -3.861368682290387E+04, -3.387266057969620E+03, -2.466907479008195E-01, -2.513827328982083E+00, -2.171201611724445E-01,
2461132.679540567, A.D. 2026-Apr-02 04:18:32.3050, -3.129420739641834E+04, -4.009974093308369E+04, -3.515586952796550E+03, -1.882149799915470E-01, -2.440137776314251E+00, -2.106563896794030E-01,
2461132.686485012, A.D. 2026-Apr-02 04:28:32.3050, -3.139057628110031E+04, -4.154237089104491E+04, -3.640099940208262E+03, -1.336261942032829E-01, -2.369042755630668E+00, -2.044237690806825E-01,
2461132.693429456, A.D. 2026-Apr-02 04:38:32.3050, -3.145525348942050E+04, -4.294306854130048E+04, -3.760937873102010E+03, -8.251264254779354E-02, -2.300329980170540E+00, -1.984032028886521E-01,
2461132.700373901, A.D. 2026-Apr-02 04:48:32.3050, -3.149021549910689E+04, -4.430320516940107E+04, -3.878222768849953E+03, -3.452092483234041E-02, -2.233809358199310E+00, -1.925776210797564E-01,
2461132.707318345, A.D. 2026-Apr-02 04:58:32.3050, -3.149724166313690E+04, -4.562404393732029E+04, -3.992066943045071E+03,  1.065414128591802E-02, -2.169310127613919E+00, -1.869317134050562E-01,
2461132.714262790, A.D. 2026-Apr-02 05:08:32.3050, -3.147794062926794E+04, -4.690675072856672E+04, -4.102573995605235E+03,  5.327759171759387E-02, -2.106678413361592E+00, -1.814517031522945E-01,
2461132.721207234, A.D. 2026-Apr-02 05:18:32.3050, -3.143377241228480E+04, -4.815240362975794E+04, -4.209839670892201E+03,  9.358080313102918E-02, -2.045775111532048E+00, -1.761251521502141E-01,
2461132.728151678, A.D. 2026-Apr-02 05:28:32.3050, -3.136606695841003E+04, -4.936200124525525E+04, -4.313952610425538E+03,  1.317667493170876E-01, -1.986474104091104E+00, -1.709407966679894E-01,
2461132.735096123, A.D. 2026-Apr-02 05:38:32.3050, -3.127603985703427E+04, -5.053647000834547E+04, -4.414995013558495E+03,  1.680142920960969E-01, -1.928660700754054E+00, -1.658884047723184E-01,
2461132.742040567, A.D. 2026-Apr-02 05:48:32.3050, -3.116480571573385E+04, -5.167667062802782E+04, -4.513043219105824E+03,  2.024817087433895E-01, -1.872230304045594E+00, -1.609586544072806E-01,
2461132.748985012, A.D. 2026-Apr-02 05:58:32.3050, -3.103338960821276E+04, -5.278340378961492E+04, -4.608168218909828E+03,  2.353096107306360E-01, -1.817087253371555E+00, -1.561430280889557E-01,
2461132.755929456, A.D. 2026-Apr-02 06:08:32.3050, -3.088273692292389E+04, -5.385741520902629E+04, -4.700436112591153E+03,  2.666233736046198E-01, -1.763143822424266E+00, -1.514337217667997E-01,
2461132.762873901, A.D. 2026-Apr-02 06:18:32.3050, -3.071372187650053E+04, -5.489940012569516E+04, -4.789908511317743E+03,  2.965351714919174E-01, -1.710319346993161E+00, -1.468235656950401E-01,
2461132.769818345, A.D. 2026-Apr-02 06:28:32.3050, -3.052715490630095E+04, -5.591000730639150E+04, -4.876642897240919E+03,  3.251456897397527E-01, -1.658539463943089E+00, -1.423059555111831E-01,
2461132.776762790, A.D. 2026-Apr-02 06:38:32.3050, -3.032378911704885E+04, -5.688984262167374E+04, -4.960692944258244E+03,  3.525455739178830E-01, -1.607735445199534E+00, -1.378747920168544E-01,
2461132.783707234, A.D. 2026-Apr-02 06:48:32.3050, -3.010432592530688E+04, -5.783947224777750E+04, -5.042108804933832E+03,  3.788166616128179E-01, -1.557843613143588E+00, -1.335244283970918E-01,
2461132.790651678, A.D. 2026-Apr-02 06:58:32.3050, -2.986942002052287E+04, -5.875942553925071E+04, -5.120937367713046E+03,  4.040330342853684E-01, -1.508804825951507E+00, -1.292496238191128E-01,
2461132.797596123, A.D. 2026-Apr-02 07:08:32.3050, -2.961968374126557E+04, -5.965019761131311E+04, -5.197222487982148E+03,  4.282619192628291E-01, -1.460564023112167E+00, -1.250455025084185E-01,
2461132.804540567, A.D. 2026-Apr-02 07:18:32.3050, -2.935569094897798E+04, -6.051225166553684E+04, -5.271005196029288E+03,  4.515644666680228E-01, -1.413069824060999E+00, -1.209075176464376E-01,
2461132.811485012, A.D. 2026-Apr-02 07:28:32.3050, -2.907798046828881E+04, -6.134602108809314E+04, -5.342323884560326E+03,  4.739964193116646E-01, -1.366274167094212E+00, -1.168314189460243E-01,
2461132.818429456, A.D. 2026-Apr-02 07:38:32.3050, -2.878705915203528E+04, -6.215191134538100E+04, -5.411214478024733E+03,  4.956086973507446E-01, -1.320131997981334E+00, -1.128132246851561E-01,
2461132.825373901, A.D. 2026-Apr-02 07:48:32.3050, -2.848340462025249E+04, -6.293030169937194E+04, -5.477710585769135E+03,  5.164479025102640E-01, -1.274600979435934E+00, -1.088491956802130E-01,
2461132.832318345, A.D. 2026-Apr-02 07:58:32.3050, -2.816746771503658E+04, -6.368154676159402E+04, -5.541843640730884E+03,  5.365567615232775E-01, -1.229641239794750E+00, -1.049358127669129E-01,
2461132.839262790, A.D. 2026-Apr-02 08:08:32.3050, -2.783967470697202E+04, -6.440597790225918E+04, -5.603643025165067E+03,  5.559745129170720E-01, -1.185215143188941E+00, -1.010697562411040E-01,
2461132.846207234, A.D. 2026-Apr-02 08:18:32.3050, -2.750042928341955E+04, -6.510390452982370E+04, -5.663136184780866E+03,  5.747372489607160E-01, -1.141287087615515E+00, -9.724788779081911E-02,
2461132.853151678, A.D. 2026-Apr-02 08:28:32.3050, -2.715011434564772E+04, -6.577561525224194E+04, -5.720348732310387E+03,  5.928782115623612E-01, -1.097823311462266E+00, -9.346723324700612E-02,
2461132.860096123, A.D. 2026-Apr-02 08:38:32.3050, -2.678909363667454E+04, -6.642137893297154E+04, -5.775304541677895E+03,  6.104280602914200E-01, -1.054791733020799E+00, -8.972496823165299E-02,
2461132.867040567, A.D. 2026-Apr-02 08:48:32.3050, -2.641771321993766E+04, -6.704144565048718E+04, -5.828025833562984E+03,  6.274151044999952E-01, -1.012161793793781E+00, -8.601840420196477E-02,
2461132.873985012, A.D. 2026-Apr-02 08:58:32.3050, -2.603630282575299E+04, -6.763604757025430E+04, -5.878533253162532E+03,  6.438655111261870E-01, -9.699043200975983E-01, -8.234497611941294E-02,
2461132.880929456, A.D. 2026-Apr-02 09:08:32.3050, -2.564517708038954E+04, -6.820539973690370E+04, -5.926845940847088E+03,  6.598034890047073E-01, -9.279913958976103E-01, -7.870223113173447E-02,
2461132.887873901, A.D. 2026-Apr-02 09:18:32.3050, -2.524463663076596E+04, -6.874970079335675E+04, -5.972981596318943E+03,  6.752514529264853E-01, -8.863962462555616E-01, -7.508781820964411E-02,
2461132.894818345, A.D. 2026-Apr-02 09:28:32.3050, -2.483496917616186E+04, -6.926913363289129E+04, -6.016956536810001E+03,  6.902301699101236E-01, -8.450931301571181E-01, -7.149947862588679E-02,
2461132.901762790, A.D. 2026-Apr-02 09:38:32.3050, -2.441645041696612E+04, -6.976386598944057E+04, -6.058785749795254E+03,  7.047588897999103E-01, -8.040572416252982E-01, -6.793503717958016E-02,
2461132.908707234, A.D. 2026-Apr-02 09:48:32.3050, -2.398934464900844E+04, -7.023405076127681E+04, -6.098482822370101E+03,  7.188511493273920E-01, -7.632678419272084E-01, -6.439421382687316E-02,
2461132.915651678, A.D. 2026-Apr-02 09:58:32.3050, -2.355343819050401E+04, -7.067947767615228E+04, -6.135862606900875E+03,  7.544913341182253E-01, -7.063052443812246E-01, -5.159830268038990E-02,
2461132.922596123, A.D. 2026-Apr-02 10:08:32.3050, -2.310028351445684E+04, -7.109369018306088E+04, -6.167293147236149E+03,  7.462125498852391E-01, -6.818120782998036E-01, -5.725746144809346E-02,
2461132.929540567, A.D. 2026-Apr-02 10:18:32.3050, -2.264865024118203E+04, -7.149069175934752E+04, -6.200592600851247E+03,  7.591073892024283E-01, -6.415994012630232E-01, -5.376903674130731E-02,
2461132.936485012, A.D. 2026-Apr-02 10:28:32.3050, -2.218941098597727E+04, -7.186362668332105E+04, -6.231811074914673E+03,  7.716290209269049E-01, -6.015409171994928E-01, -5.029472172005187E-02,
2461132.943429456, A.D. 2026-Apr-02 10:38:32.3050, -2.172276755232016E+04, -7.221256746663770E+04, -6.260948699361616E+03,  7.837899408721893E-01, -5.616154798742777E-01, -4.683257015216155E-02,
2461132.950373901, A.D. 2026-Apr-02 10:48:32.3050, -2.124893293492046E+04, -7.253758776141643E+04, -6.288012233606660E+03,  7.956014421283231E-01, -5.218025652631322E-01, -4.338079217693994E-02,
2461132.957318345, A.D. 2026-Apr-02 10:58:32.3050, -2.076811361403611E+04, -7.283874901173252E+04, -6.313007372822420E+03,  8.070739548870702E-01, -4.820819941080053E-01, -3.993762932106459E-02,
2461132.964262790, A.D. 2026-Apr-02 11:08:32.3050, -2.028051005858414E+04, -7.311610064305745E+04, -6.335938765243085E+03,  8.182170942715158E-01, -4.424338742150596E-01, -3.650134943521099E-02,
2461132.971207234, A.D. 2026-Apr-02 11:18:32.3050, -1.978631720218169E+04, -7.336968021769420E+04, -6.356810026485917E+03,  8.290397028158839E-01, -4.028385447432651E-01, -3.307024181190529E-02,
2461132.978151678, A.D. 2026-Apr-02 11:28:32.3050, -1.928572489520070E+04, -7.359951355728449E+04, -6.375623750989249E+03,  8.395498879951838E-01, -3.632765220887990E-01, -2.964261245041622E-02,
2461132.985096123, A.D. 2026-Apr-02 11:38:32.3050, -1.877891833574111E+04, -7.380561483321917E+04, -6.392381520644776E+03,  8.497550553603825E-01, -3.237284470890393E-01, -2.621677944448156E-02,
2461132.992040567, A.D. 2026-Apr-02 11:48:32.3050, -1.826607848166074E+04, -7.398798662578665E+04, -6.407083910699614E+03,  8.596619370715847E-01, -2.841750329367470E-01, -2.279106843982504E-02,
2461132.998985012, A.D. 2026-Apr-02 11:58:32.3050, -1.774738244745810E+04, -7.414661995196954E+04, -6.419730492928433E+03,  8.692766168577321E-01, -2.445970139080778E-01, -1.936380816877513E-02,
2461133.005929456, A.D. 2026-Apr-02 12:08:32.3050, -1.722300144413167E+04, -7.428149411641792E+04, -6.430318321159262E+03,  8.784731770384506E-01, -2.049829722324990E-01, -1.601481809310945E-02,
2461133.012873901, A.D. 2026-Apr-02 12:18:32.3050, -1.669010810875273E+04, -7.439239701224689E+04, -6.436985211346251E+03,  8.930964994043756E-01, -1.649625483527205E-01, -9.119734448958597E-03,
2461133.019818345, A.D. 2026-Apr-02 12:28:32.3050, -1.615160237565513E+04, -7.447944773194971E+04, -6.441422041215439E+03,  9.018699939098566E-01, -1.251919842821353E-01, -5.674779038375287E-03,
2461133.026762790, A.D. 2026-Apr-02 12:38:32.3050, -1.560791958605051E+04, -7.454260661368779E+04, -6.443792790365904E+03,  9.103617244474121E-01, -8.530752191725482E-02, -2.231561707022298E-03,
2461133.033707234, A.D. 2026-Apr-02 12:48:32.3050, -1.505923403762618E+04, -7.458189168213330E+04, -6.444053043078518E+03,  9.185727448661917E-01, -4.533765486737262E-02,  1.230820647536135E-03,
2461133.040651678, A.D. 2026-Apr-02 12:58:32.3050, -1.450569028584496E+04, -7.459705948368358E+04, -6.442274792490796E+03,  9.265255788252429E-01, -5.195853539003268E-03,  4.698621123869314E-03,
2461133.047596123, A.D. 2026-Apr-02 13:08:32.3050, -1.394745711505786E+04, -7.458809377364705E+04, -6.438412186747017E+03,  9.342045037843490E-01,  3.511062991591390E-02,  8.178950070789540E-03,
2461133.054540567, A.D. 2026-Apr-02 13:18:32.3050, -1.338469656121883E+04, -7.455488960742886E+04, -6.432457172616021E+03,  9.416195627382895E-01,  7.560261311459726E-02,  1.167363892817043E-02,
2461133.061485012, A.D. 2026-Apr-02 13:28:32.3050, -1.281756713029937E+04, -7.449732927211306E+04, -6.424400588162800E+03,  9.487675741126459E-01,  1.163014652818843E-01,  1.518449279625315E-02,
2461133.068429456, A.D. 2026-Apr-02 13:38:32.3050, -1.224622863622132E+04, -7.441528208438688E+04, -6.414232172358261E+03,  9.556497455617857E-01,  1.572291611145211E-01,  1.871339278177647E-02,
2461133.075373901, A.D. 2026-Apr-02 13:48:32.3050, -1.167084069401350E+04, -7.430860400354737E+04, -6.401940523705907E+03,  9.622656042552339E-01,  1.984082556271886E-01,  2.226226016821034E-02,
2461133.082318345, A.D. 2026-Apr-02 13:58:32.3050, -1.109156338891133E+04, -7.417713725656786E+04, -6.387513071971935E+03,  9.686140524363681E-01,  2.398619805567201E-01,  2.583307049744625E-02,
2461133.089262790, A.D. 2026-Apr-02 14:08:32.3050, -1.050855765755632E+04, -7.402070990937529E+04, -6.370936043729471E+03,  9.746933458879019E-01,  2.816143208117248E-01,  2.942785997183288E-02,
2461133.096207234, A.D. 2026-Apr-02 14:18:32.3050, -9.921985683449520E+03, -7.383913539071902E+04, -6.352194423937406E+03,  9.805010678948463E-01,  3.236900961637619E-01,  3.304873227863502E-02,
2461133.103151678, A.D. 2026-Apr-02 14:28:32.3050, -9.332011309471824E+03, -7.363221196527894E+04, -6.331271913283843E+03,  9.860340983223458E-01,  3.661150488796756E-01,  3.669786589386048E-02,
2461133.110096123, A.D. 2026-Apr-02 14:38:32.3050, -8.738800470535130E+03, -7.339972215221953E+04, -6.308150880987363E+03,  9.912885773526984E-01,  4.089159380740590E-01,  4.037752193009200E-02,
2461133.117040567, A.D. 2026-Apr-02 14:48:32.3050, -8.142521649725484E+03, -7.314143208490079E+04, -6.282812312708873E+03,  9.962598633448119E-01,  4.521206416538495E-01,  4.409005259956350E-02,
2461133.123985012, A.D. 2026-Apr-02 14:58:32.3050, -7.543346361649168E+03, -7.285709080690234E+04, -6.255235753181390E+03,  1.000942484184241E+00,  4.957582668368118E-01,  4.783791037176327E-02,
2461133.130929456, A.D. 2026-Apr-02 15:08:32.3050, -6.941449667103716E+03, -7.254642949889222E+04, -6.225399243114080E+03,  1.005330081383586E+00,  5.398592703474493E-01,  5.162365791792883E-02,
2461133.137873901, A.D. 2026-Apr-02 15:18:32.3050, -6.337010723677552E+03, -7.220916063016487E+04, -6.193279249869425E+03,  1.009415345971400E+00,  5.844555894895542E-01,  5.544997893584616E-02,
2461133.144818345, A.D. 2026-Apr-02 15:28:32.3050, -5.730213377562592E+03, -7.184497702794558E+04, -6.158850591353574E+03,  1.013189945805336E+00,  6.295807858934123E-01,  5.931969001070733E-02,
2461133.151762790, A.D. 2026-Apr-02 15:38:32.3050, -5.121246801698015E+03, -7.145355085613584E+04, -6.122086352438255E+03,  1.016644441178080E+00,  6.752702024664151E-01,  6.323575353556080E-02,
2461133.158707234, A.D. 2026-Apr-02 15:48:32.3050, -4.510306188628772E+03, -7.103453249565276E+04, -6.082957793291233E+03,  1.019768190518994E+00,  7.215611371608611E-01,  6.720129201250741E-02,
2461133.165651678, A.D. 2026-Apr-02 15:58:32.3050, -3.897593503217668E+03, -7.058754931481408E+04, -6.041434248658501E+03,  1.022549241395707E+00,  7.684930339990037E-01,  7.121960374500153E-02,
2461133.172596123, A.D. 2026-Apr-02 16:08:32.3050, -3.283318305571484E+03, -7.011220431933163E+04, -5.997483017265204E+03,  1.024974206728513E+00,  8.161076947654961E-01,  7.529418021020740E-02,
2461133.179540567, A.D. 2026-Apr-02 16:18:32.3050, -2.667698653319033E+03, -6.960807466842482E+04, -5.951069240235411E+03,  1.027028123349052E+00,  8.644495139005521E-01,  7.942872531434775E-02,
2461133.186485012, A.D. 2026-Apr-02 16:28:32.3050, -2.050962094693307E+03, -6.907471004222150E+04, -5.902155767328186E+03,  1.028694290273026E+00,  9.135657399048683E-01,  8.362717679607351E-02,
2461133.193429456, A.D. 2026-Apr-02 16:38:32.3050, -1.433346765522098E+03, -6.851163084342470E+04, -5.850703009611298E+03,  1.029954083484261E+00,  9.635067670652260E-01,  8.789373008777035E-02,
2461133.200373901, A.D. 2026-Apr-02 16:48:32.3050, -8.151026053321571E+02, -6.791832621375498E+04, -5.796668776992941E+03,  1.030786743411609E+00,  1.014326461942503E+00,  9.223286499009231E-02,
2461133.207318345, A.D. 2026-Apr-02 16:58:32.3050, -1.964927102787618E+02, -6.729425184279321E+04, -5.740008098801554E+03,  1.031169130536781E+00,  1.066082529819383E+00,  9.664937558037001E-02,
2461133.214262790, A.D. 2026-Apr-02 17:08:32.3050,  4.222051563863848E+02, -6.663882754346661E+04, -5.680673025330303E+03,  1.031075443660726E+00,  1.118836927210811E+00,  1.011484038430896E-01,
2461133.221207234, A.D. 2026-Apr-02 17:18:32.3050,  1.040696871989185E+03, -6.595143456444127E+04, -5.618612407944442E+03,  1.030476894239502E+00,  1.172656327631275E+00,  1.057354776015892E-01,
2461133.228151678, A.D. 2026-Apr-02 17:28:32.3050,  1.658670051576786E+03, -6.523141260498606E+04, -5.553771654971817E+03,  1.029341328821274E+00,  1.227612649133948E+00,  1.104165534317340E-01,
2461133.235096123, A.D. 2026-Apr-02 17:38:32.3050,  2.275791900583213E+03, -6.447805649229954E+04, -5.486092460151656E+03,  1.027632789906343E+00,  1.283783653730309E+00,  1.151980653682357E-01,
2461133.242040567, A.D. 2026-Apr-02 17:48:32.3050,  2.891706782646330E+03, -6.369061247465968E+04, -5.415512499885583E+03,  1.025311003418782E+00,  1.341253630755227E+00,  1.200869803661885E-01,
2461133.248985012, A.D. 2026-Apr-02 17:58:32.3050,  3.506033454346853E+03, -6.286827407582698E+04, -5.341965094901865E+03,  1.022330778303671E+00,  1.400114178625262E+00,  1.250908616711673E-01,
2461133.255929456, A.D. 2026-Apr-02 18:08:32.3050,  4.118356512691071E+03, -6.201017947906526E+04, -5.265365781716042E+03,  1.018655280018788E+00,  1.460470367386815E+00,  1.301841357550748E-01,
2461133.262873901, A.D. 2026-Apr-02 18:18:32.3050,  4.728223637095639E+03, -6.111540596940691E+04, -5.185613971253813E+03,  1.009545854496876E+00,  1.520669238809268E+00,  1.466953008916169E-01,
2461133.269818345, A.D. 2026-Apr-02 18:28:32.3050,  5.334322354644586E+03, -6.018328857307709E+04, -5.100596212495981E+03,  1.008981864480012E+00,  1.586086067186856E+00,  1.407049819813102E-01,
2461133.276762790, A.D. 2026-Apr-02 18:38:32.3050,  5.937869347311257E+03, -5.921208909520655E+04, -5.014438089608091E+03,  1.002738797602141E+00,  1.651586044090362E+00,  1.463829082575070E-01,
2461133.283707234, A.D. 2026-Apr-02 18:48:32.3050,  6.537410654004031E+03, -5.820098670695540E+04, -4.924902000075173E+03,  9.955600289209089E-01,  1.719100588212301E+00,  1.520992129256256E-01,
2461133.290651678, A.D. 2026-Apr-02 18:58:32.3050,  7.132324860980762E+03, -5.714873748835544E+04, -4.831883495112823E+03,  9.872981968634368E-01,  1.788770222463548E+00,  1.579932598746392E-01,
2461133.297596123, A.D. 2026-Apr-02 19:08:32.3050,  7.721930199568296E+03, -5.605399601681685E+04, -4.735271641028707E+03,  9.778443690082749E-01,  1.860772644235605E+00,  1.640795970730685E-01,
2461133.304540567, A.D. 2026-Apr-02 19:18:32.3050,  8.305474784259986E+03, -5.491530432213505E+04, -4.634946296104496E+03,  9.670732947289222E-01,  1.935305800583387E+00,  1.703744088470083E-01,
2461133.311485012, A.D. 2026-Apr-02 19:28:32.3050,  8.882125923771770E+03, -5.373107882446980E+04, -4.530777055958530E+03,  9.548403012843544E-01,  2.012591015814025E+00,  1.768957654179431E-01,
2461133.318429456, A.D. 2026-Apr-02 19:38:32.3050,  9.450957366847268E+03, -5.249959520260622E+04, -4.422622033834061E+03,  9.409774852562884E-01,  2.092876788332956E+00,  1.836639256213278E-01,
2461133.325373901, A.D. 2026-Apr-02 19:48:32.3050,  1.001093398618498E+04, -5.121897077406371E+04, -4.310326442872676E+03,  9.252889442222371E-01,  2.176443320327439E+00,  1.907016968193708E-01,
2461133.332318345, A.D. 2026-Apr-02 19:58:32.3050,  1.056089325380276E+04, -4.988714387559958E+04, -4.193720940327756E+03,  9.075447955060670E-01,  2.263608023551172E+00,  1.980348713582515E-01,
2461133.339262790, A.D. 2026-Apr-02 20:08:32.3050,  1.109952266906548E+04, -4.850184959174525E+04, -4.072619682715063E+03,  8.874735900884513E-01,  2.354732228078725E+00,  2.056927567572399E-01,
2461133.346207234, A.D. 2026-Apr-02 20:18:32.3050,  1.162533202810290E+04, -4.706059101712394E+04, -3.946818028593556E+03,  8.647526028348853E-01,  2.450229425329943E+00,  2.137088250222818E-01,
2461133.353151678, A.D. 2026-Apr-02 20:28:32.3050,  1.213661905452602E+04, -4.556060501019577E+04, -3.816089808249269E+03,  8.389952708410671E-01,  2.550575468371507E+00,  2.221215131479075E-01,
2461133.360096123, A.D. 2026-Apr-02 20:38:32.3050,  1.263142639108976E+04, -4.399882110186615E+04, -3.680184057329787E+03,  8.097347559600957E-01,  2.656321297126633E+00,  2.309752175763308E-01,
2461133.367040567, A.D. 2026-Apr-02 20:48:32.3050,  1.310748721356405E+04, -4.237181182759377E+04, -3.538821081873635E+03,  7.764021646829081E-01,  2.768108947659079E+00,  2.403215392815589E-01,
2461133.373985012, A.D. 2026-Apr-02 20:58:32.3050,  1.356215566903766E+04, -4.067573222240442E+04, -3.391687690890563E+03,  7.382974708020370E-01,  2.886691818950026E+00,  2.502206588730380E-01,
2461133.380929456, A.D. 2026-Apr-02 21:08:32.3050,  1.399232052226230E+04, -3.890624659709985E+04, -3.238435437162150E+03,  6.944596735493683E-01,  3.012987102495994E+00,  2.608406551262070E-01,
2461133.387873901, A.D. 2026-Apr-02 21:18:32.3050,  1.439438543796646E+04, -3.705846790294850E+04, -3.078785494340224E+03,  6.440663317306484E-01,  3.147969142427604E+00,  2.719542322014372E-01,
2461133.394818345, A.D. 2026-Apr-02 21:28:32.3050,  1.476368788528369E+04, -3.512671249454626E+04, -2.912048721375173E+03,  5.854389439035163E-01,  3.293008692829955E+00,  2.839887603341114E-01,
2461133.401762790, A.D. 2026-Apr-02 21:38:32.3050,  1.509492348839807E+04, -3.310454488589209E+04, -2.737813177383472E+03,  5.168396422389648E-01,  3.449625432448118E+00,  2.969632159996971E-01,
2461133.408707234, A.D. 2026-Apr-02 21:48:32.3050,  1.538142715635595E+04, -3.098446997903377E+04, -2.555476915945257E+03,  4.358714940764444E-01,  3.619717101098942E+00,  3.110185273226782E-01,
2461133.415651678, A.D. 2026-Apr-02 21:58:32.3050,  1.561485536737415E+04, -2.875772281513082E+04, -2.364338503695190E+03,  3.392937561029110E-01,  3.805635991692728E+00,  3.263375144341971E-01,
2461133.422596123, A.D. 2026-Apr-02 22:08:32.3050,  1.578457830611956E+04, -2.641395783185615E+04, -2.163573358404825E+03,  2.225527357338376E-01,  4.010313623169779E+00,  3.431201546268441E-01,
2461133.429540567, A.D. 2026-Apr-02 22:18:32.3050,  1.587691377173417E+04, -2.394082833383294E+04, -1.952185740690204E+03,  7.961828062888525E-02,  4.237490547310156E+00,  3.616703424097463E-01,
2461133.436485012, A.D. 2026-Apr-02 22:28:32.3050,  1.587313254695894E+04, -2.132352657704471E+04, -1.729087738784248E+03, -9.917074480147865E-02,  4.491829849751391E+00,  3.823737584014957E-01,
2461133.443429456, A.D. 2026-Apr-02 22:38:32.3050,  1.574799436090771E+04, -1.854402264205839E+04, -1.492827877561768E+03, -3.278063851520662E-01,  4.779263330580981E+00,  4.056235839882816E-01,
2461133.450373901, A.D. 2026-Apr-02 22:48:32.3050,  1.546539280036891E+04, -1.558035309177203E+04, -1.241731107645943E+03, -6.287873675161045E-01,  5.107013926700609E+00,  4.319149344568545E-01,
2461133.457318345, A.D. 2026-Apr-02 22:58:32.3050,  1.497159165058373E+04, -1.240596318117185E+04, -9.738274351434220E+02, -1.040000514415912E+00,  5.482906095535821E+00,  4.617075445598320E-01,
2461133.464262790, A.D. 2026-Apr-02 23:08:32.3050,  1.418210870783179E+04, -8.990233491752599E+03, -6.869688988414719E+02, -1.629603621057872E+00,  5.911437611553934E+00,  4.950104207869854E-01,
2461133.471207234, A.D. 2026-Apr-02 23:18:32.3050,  1.295483565225312E+04, -5.304447302003011E+03, -3.794879109604290E+02, -2.529737128476716E+00,  6.376435447169207E+00,  5.297111306069624E-01,
2461133.478151678, A.D. 2026-Apr-02 23:28:32.3050,  1.103176410321439E+04, -1.351800992416696E+03, -5.309048494638171E+01, -4.012019206539206E+00,  6.763283846603128E+00,  5.544822699116732E-01,
2461133.485096123, A.D. 2026-Apr-02 23:38:32.3050,  7.925059718830058E+03,  2.691701574499225E+03,  2.743962296970053E+02, -6.566136474446902E+00,  6.499947665403916E+00,  5.173735779809898E-01,
2461133.492040567, A.D. 2026-Apr-02 23:48:32.3050,  2.962370418596187E+03,  5.928486444197710E+03,  5.206951829533959E+02, -9.747378808569094E+00,  3.603779181656936E+00,  2.846143402586065E-01,
2461133.498985012, A.D. 2026-Apr-02 23:58:32.3050, -3.283372608883927E+03,  6.568723133635969E+03,  5.050931622784201E+02, -1.023379925211882E+01, -1.332412146073249E+00, -2.946777320465137E-01,
2461133.505929456, A.D. 2026-Apr-03 00:08:32.3050, -8.750460023614778E+03,  4.922222846513752E+03,  2.674997305180577E+02, -7.990426268856769E+00, -3.687464138083445E+00, -4.581965249977815E-01,
